name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source,image_path
Local2-48,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-48.jpg
Local2-49,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-49.jpg
Local2-50,0,1,1,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-50.jpg
Local2-51,0,0,0,0,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-51.jpg
Local2-52,0,0,0,0,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-52.jpg
Local2-53,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-53.jpg
Local2-54,0,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-54.jpg
Local2-55,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-55.jpg
Local2-56,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-56.jpg
Local2-57,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-57.jpg
Local2-58,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-58.jpg
Local2-59,0,1,1,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-59.jpg
Local2-60,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-60.jpg
Local2-61,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-61.jpg
Local2-62,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-62.jpg
Local2-63,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-63.jpg
Local2-64,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-64.jpg
Local2-65,0,1,1,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-65.jpg
Local2-66,0,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-66.jpg
Local2-67,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-67.jpg
Local2-68,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-68.jpg
Local2-69,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-69.jpg
Local2-70,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-70.jpg
Local2-71,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-71.jpg
Local2-72,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-72.jpg
Local2-73,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-73.jpg
Local2-74,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-74.jpg
Local2-75,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-75.jpg
Local2-76,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-76.jpg
Local2-77,1,0,0,1,0,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-77.jpg
Local2-78,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-78.jpg
Local2-79,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-79.jpg
Local2-80,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-80.jpg
Local2-81,1,1,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-81.jpg
Local2-82,0,1,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-82.jpg
Local2-83,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-83.jpg
Local2-84,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-84.jpg
Local2-85,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-85.jpg
Local2-86,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-86.jpg
Local2-87,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-87.jpg
Local2-88,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-88.jpg
Local2-89,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-89.jpg
Local2-90,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-90.jpg
Local2-91,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-91.jpg
Local2-92,0,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-92.jpg
Local2-93,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-93.jpg
Local2-94,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-94.jpg
Local2-95,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-95.jpg
Local2-96,0,1,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-96.jpg
Local2-97,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-97.jpg
Local2-98,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-98.jpg
Local2-99,1,1,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-99.jpg
Local2-100,1,1,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-100.jpg
Local2-101,1,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-101.jpg
Local2-102,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-102.jpg
Local2-103,0,0,0,1,0,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/Local2-103.jpg
UWF-mosaic-1,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-1.jpg
UWF-mosaic-2,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-2.jpg
UWF-mosaic-3,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-3.jpg
UWF-mosaic-4,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-4.jpg
UWF-mosaic-5,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-5.jpg
UWF-mosaic-6,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-6.jpg
UWF-mosaic-7,0,1,0,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-7.jpg
UWF-mosaic-8,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-8.jpg
UWF-mosaic-9,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-9.jpg
UWF-mosaic-10,1,1,0,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-10.jpg
UWF-mosaic-11,1,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-11.jpg
UWF-mosaic-12,1,1,0,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-12.jpg
UWF-mosaic-13,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-13.jpg
UWF-mosaic-14,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-14.jpg
UWF-mosaic-15,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-15.jpg
UWF-mosaic-16,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-16.jpg
UWF-mosaic-17,1,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-17.jpg
UWF-mosaic-18,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-18.jpg
UWF-mosaic-19,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-19.jpg
UWF-mosaic-20,1,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-20.jpg
UWF-mosaic-21,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-21.jpg
UWF-mosaic-22,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-22.jpg
UWF-mosaic-23,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-23.jpg
UWF-mosaic-24,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-24.jpg
UWF-mosaic-25,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-25.jpg
UWF-mosaic-26,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-26.jpg
UWF-mosaic-27,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-27.jpg
UWF-mosaic-28,1,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-28.jpg
UWF-mosaic-29,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-29.jpg
UWF-mosaic-30,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-30.jpg
UWF-mosaic-31,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-31.jpg
UWF-mosaic-32,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-32.jpg
UWF-mosaic-33,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-33.jpg
UWF-mosaic-34,1,1,0,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-34.jpg
UWF-mosaic-35,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-35.jpg
UWF-mosaic-36,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-36.jpg
UWF-mosaic-37,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-37.jpg
UWF-mosaic-38,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-38.jpg
UWF-mosaic-39,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-39.jpg
UWF-mosaic-40,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-40.jpg
UWF-mosaic-41,0,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-41.jpg
UWF-mosaic-42,1,1,0,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-42.jpg
UWF-mosaic-43,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-43.jpg
UWF-mosaic-44,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-44.jpg
UWF-mosaic-45,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-45.jpg
UWF-mosaic-46,0,1,1,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-46.jpg
UWF-mosaic-47,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-47.jpg
UWF-mosaic-48,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-48.jpg
UWF-mosaic-49,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-49.jpg
UWF-mosaic-50,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-50.jpg
UWF-mosaic-51,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-51.jpg
UWF-mosaic-52,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-52.jpg
UWF-mosaic-53,1,0,1,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-53.jpg
UWF-mosaic-54,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-54.jpg
UWF-mosaic-55,1,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-55.jpg
UWF-mosaic-56,1,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-56.jpg
UWF-mosaic-57,1,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-57.jpg
UWF-mosaic-58,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-58.jpg
UWF-mosaic-59,0,0,1,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-59.jpg
UWF-mosaic-60,0,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-60.jpg
UWF-mosaic-61,1,0,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-61.jpg
UWF-mosaic-62,1,0,1,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-62.jpg
UWF-mosaic-63,1,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-63.jpg
UWF-mosaic-64,0,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-64.jpg
UWF-mosaic-65,1,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-65.jpg
UWF-mosaic-66,0,1,1,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-66.jpg
UWF-mosaic-67,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-67.jpg
UWF-mosaic-68,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-68.jpg
UWF-mosaic-69,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-69.jpg
UWF-mosaic-70,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-70.jpg
UWF-mosaic-71,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-71.jpg
UWF-mosaic-72,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-72.jpg
UWF-mosaic-73,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-73.jpg
UWF-mosaic-74,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-74.jpg
UWF-mosaic-75,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-75.jpg
UWF-mosaic-76,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-76.jpg
UWF-mosaic-77,0,1,1,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-77.jpg
UWF-mosaic-78,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-78.jpg
UWF-mosaic-79,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-79.jpg
UWF-mosaic-80,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-80.jpg
UWF-mosaic-81,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-81.jpg
UWF-mosaic-82,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-82.jpg
UWF-mosaic-83,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-83.jpg
UWF-mosaic-84,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-84.jpg
UWF-mosaic-85,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-85.jpg
UWF-mosaic-86,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-86.jpg
UWF-mosaic-87,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-87.jpg
UWF-mosaic-88,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-88.jpg
UWF-mosaic-89,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-89.jpg
UWF-mosaic-90,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-90.jpg
UWF-mosaic-91,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-91.jpg
UWF-mosaic-92,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-92.jpg
UWF-mosaic-93,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-93.jpg
UWF-mosaic-94,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-94.jpg
UWF-mosaic-95,1,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-95.jpg
UWF-mosaic-96,1,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-96.jpg
