Name,Illumination,Contrast,Clarity,Artifacts,Field,Quality,Left,Right,left_or_right,fundus_image_type
556_N,1,1,1,1,1,1,1,0,left,standard
557_N,1,1,1,1,1,1,0,1,right,standard
558_N,1,1,1,1,1,1,1,0,left,standard
559_N,1,1,1,1,1,1,0,1,right,standard
560_N,1,1,1,1,1,1,1,0,left,standard
561_N,1,1,1,1,1,1,1,0,left,standard
562_N,1,1,1,1,1,1,0,1,right,standard
563_N,1,1,1,1,1,1,0,1,right,standard
564_N,1,1,1,1,1,1,1,0,left,standard
565_N,1,1,1,1,1,1,1,0,left,standard
566_N,1,1,1,1,1,1,0,1,right,standard
567_N,1,1,1,1,1,1,0,1,right,standard
568_N,1,1,1,0,1,1,1,0,left,standard
569_N,1,1,1,1,1,1,1,0,left,standard
570_N,1,1,1,1,1,1,0,1,right,standard
571_N,1,1,1,1,1,1,0,1,right,standard
572_N,1,1,1,1,1,1,1,0,left,standard
573_N,1,1,1,1,1,1,1,0,left,standard
574_N,1,1,1,1,1,1,0,1,right,standard
575_N,1,1,1,1,1,1,1,0,left,standard
576_N,1,1,1,1,1,1,0,1,right,standard
577_N,1,1,1,1,1,1,1,0,left,standard
578_N,1,1,1,1,1,1,0,1,right,standard
579_N,1,1,1,1,1,1,1,0,left,standard
580_N,1,1,1,1,1,1,1,0,left,standard
581_N,1,1,1,1,1,1,0,1,right,standard
582_N,1,1,1,1,1,1,1,0,left,standard
583_N,1,1,1,1,1,1,1,0,left,standard
584_N,1,1,1,1,1,1,1,0,left,standard
585_N,1,1,1,1,1,1,0,1,right,standard
586_N,1,1,1,1,1,1,0,1,right,standard
587_N,1,1,1,1,1,1,1,0,left,standard
588_N,1,1,1,1,1,1,0,1,right,standard
589_N,1,1,1,1,1,1,1,0,left,standard
590_N,1,1,1,1,1,1,1,0,left,standard
591_N,1,1,1,1,1,1,1,0,left,standard
592_N,1,1,1,1,1,1,0,1,right,standard
593_N,1,1,1,1,1,1,0,1,right,standard
594_N,1,1,1,1,1,1,1,0,left,standard
595_N,1,1,1,1,1,1,1,0,left,standard
596_N,1,1,1,1,1,1,0,1,right,standard
597_N,1,1,1,1,1,1,1,0,left,standard
598_N,1,1,1,1,1,1,1,0,left,standard
599_N,1,1,1,1,1,1,1,0,left,standard
600_N,1,1,1,1,1,1,0,1,right,standard
