Name,Illumination,Contrast,Clarity,Artifacts,Field,Left,Right,left_or_right,fundus_image_type,Quality
img01138,1,1,1,1,1,1,0,left,standard,1
img01139,1,1,1,1,1,1,0,left,standard,1
img01140,1,1,2,1,1,0,1,right,standard,0
img01141,1,1,1,1,1,1,0,left,standard,1
img01142,1,1,1,1,2,0,1,right,standard,0
img01143,1,1,1,1,1,0,1,right,standard,1
img01144,1,1,1,1,1,1,0,left,standard,1
img01145,1,1,1,1,1,0,1,right,standard,1
img01146,1,1,1,1,1,1,0,left,standard,1
img01147,1,1,1,1,1,0,1,right,standard,1
img01148,1,1,1,1,1,1,0,left,standard,1
img01149,1,1,1,1,2,0,1,right,standard,0
img01150,1,1,1,1,1,1,0,left,standard,1
img01151,1,1,1,1,1,0,1,right,standard,1
img01152,1,1,1,1,1,1,0,left,standard,1
img01153,1,1,1,1,1,1,0,left,standard,1
img01154,1,1,1,1,2,0,1,right,standard,0
img01155,1,1,1,1,1,0,1,right,standard,1
img01156,1,1,1,1,1,1,0,left,standard,1
img01157,1,1,1,1,2,0,1,right,standard,0
img01158,1,1,1,1,2,1,0,left,standard,0
img01159,1,1,1,1,1,0,1,right,standard,1
img01160,1,1,1,1,1,1,0,left,standard,1
img01161,1,1,1,1,1,0,1,right,standard,1
img01162,1,1,1,1,1,1,0,left,standard,1
img01163,1,1,1,1,1,0,1,right,standard,1
img01164,1,1,2,1,1,1,0,left,standard,0
img01165,1,1,1,1,1,0,1,right,standard,1
img01166,1,1,1,1,1,1,0,left,standard,1
img01167,1,1,1,1,1,1,0,left,standard,1
img01168,1,1,1,1,1,0,1,right,standard,1
img01169,1,1,1,1,1,1,0,left,standard,1
img01170,1,1,1,1,1,0,1,right,standard,1
img01171,1,1,1,1,1,1,0,left,standard,1
img01172,1,1,1,1,1,1,0,left,standard,1
img01173,1,1,1,1,1,0,1,right,standard,1
img01174,1,1,1,1,1,0,1,right,standard,1
img01175,1,1,1,1,1,1,0,left,standard,1
img01176,1,1,1,1,1,1,0,left,standard,1
img01177,1,1,1,1,1,0,1,right,standard,1
img01178,1,1,1,1,1,0,1,right,standard,1
img01179,1,1,1,1,1,1,0,left,standard,1
img01180,1,1,1,1,1,0,1,right,standard,1
img01181,1,1,1,1,1,1,0,left,standard,1
img01182,1,1,2,1,1,0,1,right,standard,0
img01183,1,1,2,1,1,0,1,right,standard,0
img01184,1,1,1,1,1,1,0,left,standard,1
img01185,1,1,1,1,1,0,1,right,standard,1
img01186,1,1,2,1,1,0,1,right,standard,0
img01187,1,1,2,1,1,1,0,left,standard,0
img01188,1,1,2,1,1,0,1,right,standard,0
img01189,1,1,1,1,1,1,0,left,standard,1
img01190,1,1,2,1,1,0,1,right,standard,0
img01191,1,1,2,1,1,1,0,left,standard,0
img01192,1,1,1,1,2,0,1,right,standard,0
img01193,1,1,1,1,2,1,0,left,standard,0
img01194,1,1,1,1,1,0,1,right,standard,1
img01195,1,1,1,1,1,1,0,left,standard,1
img01196,1,1,1,1,1,0,1,right,standard,1
img01197,1,1,2,1,1,0,1,right,standard,0
img01198,1,1,1,1,1,0,1,right,standard,1
img01199,1,1,1,1,1,1,0,left,standard,1
img01200,1,1,1,1,1,0,1,right,standard,1
img01201,1,1,1,1,1,1,0,left,standard,1
img01202,1,1,1,1,1,0,1,right,standard,1
img01203,1,1,1,1,1,1,0,left,standard,1
img01204,1,1,1,1,1,1,0,left,standard,1
img01205,1,1,1,1,2,0,1,right,standard,0
img01206,1,1,1,1,1,0,1,right,standard,1
img01207,1,1,1,1,1,1,0,left,standard,1
img01208,1,1,1,1,1,0,1,right,standard,1
img01209,1,1,1,1,1,1,0,left,standard,1
img01210,1,1,1,1,1,0,1,right,standard,1
img01211,1,1,1,1,1,1,0,left,standard,1
img01212,1,1,1,1,1,0,1,right,standard,1
img01213,1,1,1,1,1,1,0,left,standard,1
img01214,1,1,1,1,1,0,1,right,standard,1
img01215,1,1,1,1,1,1,0,left,standard,1
img01216,1,1,1,1,1,0,1,right,standard,1
img01217,1,1,1,1,1,1,0,left,standard,1
img01218,1,1,1,1,1,1,0,left,standard,1
img01219,1,1,1,1,1,0,1,right,standard,1
img01220,1,1,2,1,1,1,0,left,standard,0
img01221,1,1,1,1,1,0,1,right,standard,1
img01222,1,1,1,1,2,0,1,right,standard,0
img01223,1,1,1,1,2,0,1,right,standard,0
img01224,1,1,1,1,1,1,0,left,standard,1
img01225,1,1,1,1,1,0,1,right,standard,1
img01226,1,1,1,1,1,1,0,left,standard,1
img01227,1,1,1,1,1,0,1,right,standard,1
img01228,1,1,1,1,1,1,0,left,standard,1
img01229,1,1,1,1,1,0,1,right,standard,1
img01230,1,1,1,1,1,0,1,right,standard,1
img01231,1,1,1,1,1,1,0,left,standard,1
img01232,1,1,1,1,2,1,0,left,standard,0
img01233,1,1,1,1,1,0,1,right,standard,1
img01234,1,1,1,1,1,1,0,left,standard,1
img01235,1,1,1,1,2,0,1,right,standard,0
img01236,1,1,1,1,2,1,0,left,standard,0
img01237,1,1,1,1,1,0,1,right,standard,1
img01238,1,1,1,1,1,1,0,left,standard,1
img01239,1,1,1,1,2,0,1,right,standard,0
img01240,1,1,1,1,2,1,0,left,standard,0
img01241,1,1,1,1,1,0,1,right,standard,1
img01242,1,1,1,1,1,1,0,left,standard,1
img01243,1,1,2,1,1,0,1,right,standard,0
img01244,1,1,1,1,1,1,0,left,standard,1
img01245,1,1,1,1,1,1,0,left,standard,1
img01246,1,1,1,1,1,0,1,right,standard,1
img01247,1,1,1,1,1,0,1,right,standard,1
img01248,1,1,1,1,1,1,0,left,standard,1
img01249,1,1,1,1,1,0,1,right,standard,1
img01250,1,1,1,1,1,1,0,left,standard,1
img01251,1,1,1,1,1,1,0,left,standard,1
img01252,1,1,1,1,1,0,1,right,standard,1
img01253,1,1,1,1,1,1,0,left,standard,1
img01254,1,1,1,1,1,0,1,right,standard,1
img01255,1,1,1,1,1,1,0,left,standard,1
img01256,1,1,1,1,1,0,1,right,standard,1
img01257,1,1,2,1,1,1,0,left,standard,0
img01258,1,1,1,1,1,0,1,right,standard,1
img01259,1,1,1,1,1,0,1,right,standard,1
img01260,1,1,1,1,1,1,0,left,standard,1
img01261,1,1,1,1,1,1,0,left,standard,1
img01262,1,1,1,1,1,0,1,right,standard,1
img01263,1,1,1,1,1,1,0,left,standard,1
img01264,1,1,1,1,1,0,1,right,standard,1
img01265,1,1,1,1,1,1,0,left,standard,1
img01266,1,1,2,1,1,0,1,right,standard,0
img01267,1,1,1,1,1,0,1,right,standard,1
img01268,1,1,1,1,1,1,0,left,standard,1
img01269,1,1,1,1,1,0,1,right,standard,1
img01270,1,1,1,1,1,1,0,left,standard,1
img01271,1,1,1,1,1,0,1,right,standard,1
img01272,1,1,1,1,1,1,0,left,standard,1
img01273,1,1,1,1,1,1,0,left,standard,1
img01274,1,1,1,1,1,0,1,right,standard,1
img01275,1,1,1,1,1,1,0,left,standard,1
img01276,1,1,1,1,1,0,1,right,standard,1
img01277,1,1,1,1,1,1,0,left,standard,1
img01278,1,1,1,1,1,0,1,right,standard,1
img01279,1,1,1,1,1,1,0,left,standard,1
img01280,1,1,1,1,1,1,0,left,standard,1
img01281,1,1,1,1,1,0,1,right,standard,1
img01282,1,1,2,1,1,1,0,left,standard,0
img01283,1,1,1,1,1,0,1,right,standard,1
img01284,1,1,1,1,1,1,0,left,standard,1
img01285,1,1,1,1,1,1,0,left,standard,1
img01286,1,1,1,1,1,0,1,right,standard,1
img01287,1,1,1,1,1,0,1,right,standard,1
img01288,1,1,1,1,1,1,0,left,standard,1
img01289,1,1,1,1,1,0,1,right,standard,1
img01290,1,1,1,1,1,1,0,left,standard,1
img01291,1,1,1,1,2,0,1,right,standard,0
img01292,1,1,1,1,1,1,0,left,standard,1
img01293,1,1,1,1,1,0,1,right,standard,1
img01294,1,1,1,1,1,1,0,left,standard,1
img01295,1,1,1,1,1,0,1,right,standard,1
img01296,1,1,2,1,1,0,1,right,standard,0
img01297,1,1,2,1,1,1,0,left,standard,0
img01298,1,1,1,1,1,1,0,left,standard,1
img01299,1,1,1,1,1,0,1,right,standard,1
img01300,1,1,1,1,1,0,1,right,standard,1
img01301,1,1,1,1,1,1,0,left,standard,1
img01302,1,1,1,1,1,0,1,right,standard,1
img01303,1,1,1,1,1,0,1,right,standard,1
img01304,1,1,1,2,1,1,0,left,standard,0
img01305,1,1,1,1,1,1,0,left,standard,1
img01306,1,1,1,1,2,0,1,right,standard,0
img01307,1,1,2,1,1,1,0,left,standard,0
img01308,1,1,1,1,1,0,1,right,standard,1
img01309,1,1,1,1,1,1,0,left,standard,1
img01310,1,1,1,1,1,0,1,right,standard,1
img01311,1,1,1,1,1,1,0,left,standard,1
img01312,1,1,1,1,2,0,1,right,standard,0
img01313,1,1,1,1,2,1,0,left,standard,0
img01314,1,1,1,1,1,0,1,right,standard,1
img01315,1,1,2,1,1,1,0,left,standard,0
img01316,1,1,1,1,1,1,0,left,standard,1
img01317,1,1,1,1,1,0,1,right,standard,1
img01318,1,1,1,1,1,1,0,left,standard,1
img01319,1,1,1,1,1,0,1,right,standard,1
img01320,1,1,1,1,1,0,1,right,standard,1
img01321,1,1,1,1,1,1,0,left,standard,1
img01322,1,1,1,1,1,0,1,right,standard,1
img01323,1,1,1,1,2,1,0,left,standard,0
img01324,1,1,1,1,2,0,1,right,standard,0
img01325,1,1,1,1,1,1,0,left,standard,1
img01326,1,1,1,1,1,1,0,left,standard,1
img01327,2,2,1,1,2,1,0,left,standard,0
img01328,1,1,1,1,1,1,0,left,standard,1
img01329,1,1,1,1,2,0,1,right,standard,0
img01330,1,1,1,1,1,1,0,left,standard,1
img01331,1,1,1,1,1,0,1,right,standard,1
img01332,1,1,1,1,1,1,0,left,standard,1
img01333,1,1,1,1,1,1,0,left,standard,1
img01334,1,1,1,1,1,0,1,right,standard,1
img01335,1,1,1,1,1,0,1,right,standard,1
img01336,1,1,1,1,1,1,0,left,standard,1
img01337,1,1,1,1,2,0,1,right,standard,0
img01338,1,1,1,1,2,1,0,left,standard,0
img01339,1,1,1,1,1,1,0,left,standard,1
img01340,1,1,1,1,2,0,1,right,standard,0
img01341,1,1,1,1,1,0,1,right,standard,1
img01342,1,1,2,1,1,1,0,left,standard,0
img01343,1,1,1,1,1,0,1,right,standard,1
img01344,1,1,1,1,1,1,0,left,standard,1
img01345,1,1,1,1,1,1,0,left,standard,1
img01346,1,1,1,1,1,0,1,right,standard,1
img01347,1,1,1,1,1,1,0,left,standard,1
img01348,1,1,1,1,1,0,1,right,standard,1
img01349,1,1,1,1,1,1,0,left,standard,1
img01350,1,1,1,1,1,0,1,right,standard,1
img01351,1,1,1,1,2,1,0,left,standard,0
img01352,1,1,1,1,1,0,1,right,standard,1
img01353,1,1,1,1,1,1,0,left,standard,1
img01354,1,1,1,1,1,0,1,right,standard,1
img01355,1,1,1,1,1,1,0,left,standard,1
img01356,1,1,1,1,1,1,0,left,standard,1
img01357,1,1,1,1,1,0,1,right,standard,1
img01358,1,1,1,1,2,1,0,left,standard,0
img01359,1,1,1,1,1,1,0,left,standard,1
img01360,1,1,1,1,1,0,1,right,standard,1
img01361,1,1,1,1,1,0,1,right,standard,1
img01362,1,1,1,1,1,1,0,left,standard,1
img01363,1,1,1,1,1,0,1,right,standard,1
img01364,1,1,1,1,1,1,0,left,standard,1
img01365,1,1,1,1,1,1,0,left,standard,1
img01366,1,1,1,1,1,0,1,right,standard,1
img01367,1,1,1,1,1,1,0,left,standard,1
img01368,1,1,1,1,2,0,1,right,standard,0
img01369,1,1,1,1,1,1,0,left,standard,1
img01370,1,1,2,1,1,0,1,right,standard,0
img01371,1,1,1,1,1,1,0,left,standard,1
img01372,1,1,1,1,1,0,1,right,standard,1
img01373,1,1,1,1,1,0,1,right,standard,1
img01374,1,1,1,1,1,1,0,left,standard,1
img01375,1,1,1,1,1,1,0,left,standard,1
img01376,2,2,1,1,1,0,1,right,standard,0
img01377,1,1,1,1,2,0,1,right,standard,0
img01378,1,1,1,1,2,1,0,left,standard,0
img01379,1,1,1,1,1,0,1,right,standard,1
img01380,1,1,1,1,1,1,0,left,standard,1
img01381,1,1,1,1,2,0,1,right,standard,0
img01382,1,1,1,1,1,1,0,left,standard,1
img01383,1,1,1,1,1,0,1,right,standard,1
img01384,1,1,1,1,1,1,0,left,standard,1
img01385,1,1,1,1,1,0,1,right,standard,1
img01386,1,1,2,1,1,1,0,left,standard,0
img01387,1,1,1,1,1,0,1,right,standard,1
img01388,1,1,1,1,1,1,0,left,standard,1
img01389,1,1,1,1,1,0,1,right,standard,1
img01390,1,1,1,1,1,1,0,left,standard,1
img01391,1,1,1,1,1,0,1,right,standard,1
img01392,1,1,1,1,1,1,0,left,standard,1
img01393,1,1,1,1,1,1,0,left,standard,1
img01394,1,1,1,1,2,0,1,right,standard,0
img01395,1,1,1,1,1,1,0,left,standard,1
img01396,1,1,1,1,1,0,1,right,standard,1
img01397,1,1,1,1,1,1,0,left,standard,1
img01398,1,1,1,1,1,1,0,left,standard,1
img01399,1,1,1,1,1,0,1,right,standard,1
img01400,1,1,1,1,2,1,0,left,standard,0
img01401,1,1,1,1,1,1,0,left,standard,1
img01402,1,1,1,1,1,0,1,right,standard,1
img01403,1,1,1,1,2,1,0,left,standard,0
img01404,1,1,1,1,1,0,1,right,standard,1
img01405,1,1,1,1,1,0,1,right,standard,1
img01406,1,1,1,1,1,1,0,left,standard,1
img01407,1,1,1,1,1,0,1,right,standard,1
img01408,1,1,1,1,1,1,0,left,standard,1
img01409,1,1,1,1,1,0,1,right,standard,1
img01410,1,1,1,1,1,1,0,left,standard,1
img01411,1,1,1,1,1,0,1,right,standard,1
img01412,1,1,1,1,1,1,0,left,standard,1
img01413,1,1,1,1,1,0,1,right,standard,1
img01414,1,1,1,1,1,1,0,left,standard,1
img01415,1,1,1,1,1,0,1,right,standard,1
img01416,1,1,1,1,1,0,1,right,standard,1
img01417,1,1,1,1,1,1,0,left,standard,1
img01418,1,1,1,1,1,0,1,right,standard,1
img01419,1,1,1,1,1,1,0,left,standard,1
img01420,1,1,1,1,1,0,1,right,standard,1
img01421,1,1,1,1,1,1,0,left,standard,1
img01422,1,1,1,1,1,0,1,right,standard,1
img01423,1,1,1,1,1,1,0,left,standard,1
img01424,1,1,1,1,1,0,1,right,standard,1
img01425,1,1,1,1,1,1,0,left,standard,1
img01426,1,1,1,1,1,0,1,right,standard,1
img01427,1,1,1,1,1,1,0,left,standard,1
img01428,1,1,1,1,1,1,0,left,standard,1
img01429,1,1,1,1,1,0,1,right,standard,1
img01430,1,1,1,1,1,1,0,left,standard,1
img01431,1,1,1,1,1,0,1,right,standard,1
img01432,1,1,1,1,1,1,0,left,standard,1
img01433,1,1,1,1,1,1,0,left,standard,1
img01434,1,1,2,1,1,0,1,right,standard,0
img01435,1,1,1,1,2,1,0,left,standard,0
img01436,1,1,1,1,2,0,1,right,standard,0
img01437,1,1,1,1,1,0,1,right,standard,1
img01438,1,1,1,1,1,1,0,left,standard,1
img01439,1,1,1,1,1,0,1,right,standard,1
img01440,1,1,1,1,1,1,0,left,standard,1
img01441,1,1,2,1,1,0,1,right,standard,0
img01442,1,1,2,1,1,1,0,left,standard,0
img01443,1,1,1,1,2,0,1,right,standard,0
img01444,1,1,1,1,1,1,0,left,standard,1
img01445,1,1,1,1,1,0,1,right,standard,1
img01446,1,1,1,1,1,1,0,left,standard,1
img01447,1,1,1,1,1,1,0,left,standard,1
img01448,1,1,1,1,1,0,1,right,standard,1
img01449,1,1,1,1,2,1,0,left,standard,0
img01450,1,1,1,1,1,0,1,right,standard,1
img01451,1,1,1,1,1,1,0,left,standard,1
img01452,1,1,1,1,1,0,1,right,standard,1
img01453,1,1,1,1,1,1,0,left,standard,1
img01454,1,1,1,1,1,0,1,right,standard,1
img01455,1,1,1,1,1,1,0,left,standard,1
img01456,1,1,1,1,1,1,0,left,standard,1
img01457,1,1,1,1,1,0,1,right,standard,1
img01458,1,1,1,1,1,0,1,right,standard,1
img01459,1,1,1,1,1,1,0,left,standard,1
img01460,1,1,1,1,1,0,1,right,standard,1
img01461,1,1,1,1,1,1,0,left,standard,1
img01462,1,1,1,1,2,0,1,right,standard,0
img01463,1,1,1,1,2,1,0,left,standard,0
img01464,1,1,1,1,1,1,0,left,standard,1
img01465,1,1,1,1,1,0,1,right,standard,1
img01466,1,1,1,1,2,1,0,left,standard,0
img01467,1,1,1,1,1,0,1,right,standard,1
img01468,1,1,1,1,1,1,0,left,standard,1
img01469,1,1,1,1,2,0,1,right,standard,0
img01470,1,1,1,1,2,1,0,left,standard,0
img01471,1,1,1,1,1,0,1,right,standard,1
img01472,1,1,1,1,1,1,0,left,standard,1
img01473,1,1,1,1,1,0,1,right,standard,1
img01474,1,1,1,1,1,1,0,left,standard,1
img01475,1,1,1,1,1,0,1,right,standard,1
img01476,1,1,1,1,1,1,0,left,standard,1
img01477,1,1,1,1,1,0,1,right,standard,1
img01478,1,1,1,1,2,1,0,left,standard,0
img01479,1,1,1,1,1,0,1,right,standard,1
img01480,1,1,1,1,1,1,0,left,standard,1
img01481,1,1,1,1,1,1,0,left,standard,1
img01482,1,1,1,1,1,0,1,right,standard,1
img01483,1,1,1,1,2,0,1,right,standard,0
img01484,1,1,1,1,1,1,0,left,standard,1
img01485,1,1,2,1,1,0,1,right,standard,0
img01486,1,1,1,1,1,1,0,left,standard,1
img01487,1,1,1,1,1,0,1,right,standard,1
img01488,1,1,1,1,1,1,0,left,standard,1
img01489,1,1,1,1,2,0,1,right,standard,0
img01490,1,1,1,1,1,1,0,left,standard,1
img01491,1,1,1,1,1,0,1,right,standard,1
img01492,1,1,1,1,1,1,0,left,standard,1
img01493,1,1,1,1,1,0,1,right,standard,1
img01494,1,1,1,1,1,1,0,left,standard,1
img01495,1,1,1,1,1,0,1,right,standard,1
img01496,1,1,1,1,1,1,0,left,standard,1
img01497,1,1,1,1,1,0,1,right,standard,1
img01498,1,1,1,1,1,1,0,left,standard,1
img01499,1,1,1,1,1,0,1,right,standard,1
img01500,1,1,1,1,1,1,0,left,standard,1
img01501,1,1,1,1,1,0,1,right,standard,1
img01502,1,1,1,1,1,1,0,left,standard,1
img01503,1,1,1,1,2,0,1,right,standard,0
img01504,1,1,1,1,1,1,0,left,standard,1
img01505,1,1,1,1,1,0,1,right,standard,1
img01506,1,1,1,1,1,1,0,left,standard,1
img01507,1,1,1,1,1,0,1,right,standard,1
img01508,1,1,1,1,1,1,0,left,standard,1
img01509,1,1,1,1,1,1,0,left,standard,1
img01510,1,1,1,1,1,0,1,right,standard,1
img01511,1,1,1,1,1,0,1,right,standard,1
img01512,1,1,1,1,1,1,0,left,standard,1
img01513,1,1,1,1,1,0,1,right,standard,1
img01514,1,1,1,1,1,1,0,left,standard,1
img01515,1,1,1,1,1,0,1,right,standard,1
img01516,1,1,1,1,1,1,0,left,standard,1
img01517,1,1,1,1,1,0,1,right,standard,1
img01518,1,1,1,1,1,1,0,left,standard,1
img01519,1,1,1,1,1,1,0,left,standard,1
img01520,1,1,1,1,1,0,1,right,standard,1
img01521,1,1,1,1,1,0,1,right,standard,1
img01522,1,1,1,1,1,1,0,left,standard,1
img01523,1,1,1,1,2,0,1,right,standard,0
img01524,1,1,1,1,2,1,0,left,standard,0
img01525,1,1,1,1,1,1,0,left,standard,1
img01526,1,1,1,1,1,0,1,right,standard,1
img01527,1,1,1,2,1,0,1,right,standard,0
img01528,1,1,2,1,1,1,0,left,standard,0
img01529,1,1,1,1,1,0,1,right,standard,1
img01530,1,1,1,1,1,1,0,left,standard,1
img01531,1,1,1,1,1,0,1,right,standard,1
img01532,1,1,1,1,1,1,0,left,standard,1
img01533,1,1,1,1,1,0,1,right,standard,1
img01534,1,1,1,1,1,1,0,left,standard,1
img01535,1,1,1,1,1,0,1,right,standard,1
img01536,1,1,1,1,1,1,0,left,standard,1
img01537,1,1,2,1,1,0,1,right,standard,0
img01538,1,1,2,1,1,1,0,left,standard,0
img01539,1,1,1,1,1,1,0,left,standard,1
img01540,1,1,1,1,1,0,1,right,standard,1
img01541,1,1,1,1,1,0,1,right,standard,1
img01542,1,1,1,1,1,1,0,left,standard,1
img01543,1,1,1,1,1,0,1,right,standard,1
img01544,1,1,1,1,1,1,0,left,standard,1
img01545,1,1,1,1,1,0,1,right,standard,1
img01546,1,1,1,1,1,1,0,left,standard,1
img01547,1,1,1,1,1,0,1,right,standard,1
img01548,1,1,1,1,1,1,0,left,standard,1
img01549,1,1,1,1,1,0,1,right,standard,1
img01550,1,1,1,1,1,1,0,left,standard,1
img01551,1,1,1,1,1,1,0,left,standard,1
img01552,1,1,1,1,1,0,1,right,standard,1
img01553,1,1,1,1,1,1,0,left,standard,1
img01554,1,1,1,1,1,0,1,right,standard,1
img01555,1,1,1,1,1,0,1,right,standard,1
img01556,1,1,1,1,1,1,0,left,standard,1
img01557,1,1,1,1,1,0,1,right,standard,1
img01558,1,1,1,1,1,1,0,left,standard,1
img01559,1,1,1,1,1,0,1,right,standard,1
img01560,1,1,1,1,1,1,0,left,standard,1
img01561,1,1,1,1,1,0,1,right,standard,1
img01562,1,1,1,1,1,1,0,left,standard,1
img01563,1,1,1,1,1,1,0,left,standard,1
img01564,1,1,1,1,1,0,1,right,standard,1
img01565,1,1,1,1,1,0,1,right,standard,1
img01566,1,1,1,1,1,1,0,left,standard,1
img01567,1,1,1,1,1,0,1,right,standard,1
img01568,1,1,1,1,1,1,0,left,standard,1
img01569,1,1,1,1,1,1,0,left,standard,1
img01570,1,1,1,1,1,0,1,right,standard,1
img01571,1,1,1,1,1,0,1,right,standard,1
img01572,1,1,1,1,2,1,0,left,standard,0
img01573,1,1,1,1,1,0,1,right,standard,1
img01574,1,1,1,1,1,1,0,left,standard,1
img01575,1,1,1,1,2,0,1,right,standard,0
img01576,1,1,1,1,2,1,0,left,standard,0
img01577,1,1,1,1,1,1,0,left,standard,1
img01578,1,1,1,1,1,1,0,left,standard,1
img01579,1,1,1,1,2,0,1,right,standard,0
img01580,1,1,1,1,1,1,0,left,standard,1
img01581,1,1,1,1,2,0,1,right,standard,0
img01582,1,1,1,1,1,1,0,left,standard,1
img01583,1,1,2,1,1,0,1,right,standard,0
img01584,1,1,1,1,2,1,0,left,standard,0
img01585,1,1,1,1,1,0,1,right,standard,1
img01586,1,1,1,1,1,0,1,right,standard,1
img01587,1,1,1,1,1,1,0,left,standard,1
img01588,1,1,1,1,1,0,1,right,standard,1
img01589,1,1,1,1,1,1,0,left,standard,1
img01590,1,1,1,1,1,1,0,left,standard,1
img01591,1,1,1,1,1,0,1,right,standard,1
img01592,1,1,1,1,1,1,0,left,standard,1
img01593,1,1,1,1,1,0,1,right,standard,1
img01594,1,1,1,1,1,0,1,right,standard,1
img01595,1,1,1,1,1,1,0,left,standard,1
img01596,1,1,1,1,1,0,1,right,standard,1
img01597,1,1,1,1,1,1,0,left,standard,1
img01598,1,1,1,1,1,1,0,left,standard,1
img01599,1,1,2,1,1,0,1,right,standard,0
img01600,1,1,1,1,1,1,0,left,standard,1
img01601,1,1,1,1,1,0,1,right,standard,1
img01602,1,1,2,1,1,0,1,right,standard,0
img01603,1,1,2,1,1,1,0,left,standard,0
img01604,1,1,1,1,1,0,1,right,standard,1
img01605,1,1,1,1,1,1,0,left,standard,1
img01606,1,1,1,1,1,1,0,left,standard,1
img01607,1,1,1,1,1,0,1,right,standard,1
img01608,1,1,1,1,1,0,1,right,standard,1
img01609,1,1,1,1,1,1,0,left,standard,1
img01610,1,1,2,1,1,0,1,right,standard,0
img01611,1,1,2,1,1,1,0,left,standard,0
img01612,1,1,1,1,1,1,0,left,standard,1
img01613,1,1,1,1,2,0,1,right,standard,0
img01614,1,1,2,1,1,0,1,right,standard,0
img01615,1,1,2,1,1,1,0,left,standard,0
img01616,1,1,1,1,1,0,1,right,standard,1
img01617,1,1,1,1,2,1,0,left,standard,0
img01618,1,1,1,1,1,0,1,right,standard,1
img01619,1,1,1,1,1,1,0,left,standard,1
img01620,1,1,1,1,1,0,1,right,standard,1
img01621,1,1,1,1,1,1,0,left,standard,1
img01622,1,1,1,1,2,0,1,right,standard,0
img01623,1,1,2,1,1,1,0,left,standard,0
img01624,1,1,1,1,2,0,1,right,standard,0
img01625,1,1,1,1,1,0,1,right,standard,1
img01626,1,1,1,1,1,1,0,left,standard,1
img01627,1,1,2,1,1,0,1,right,standard,0
img01628,1,1,2,1,1,1,0,left,standard,0
img01629,1,1,1,1,1,1,0,left,standard,1
img01630,1,1,1,1,1,0,1,right,standard,1
img01631,1,1,1,1,1,0,1,right,standard,1
img01632,1,1,1,1,1,1,0,left,standard,1
img01633,1,1,1,1,1,1,0,left,standard,1
img01634,1,1,2,1,1,0,1,right,standard,0
img01635,1,1,1,1,1,1,0,left,standard,1
img01636,1,1,1,1,1,0,1,right,standard,1
img01637,1,1,1,1,1,0,1,right,standard,1
img01638,1,1,1,1,2,1,0,left,standard,0
img01639,1,1,2,1,1,0,1,right,standard,0
img01640,1,1,2,1,1,1,0,left,standard,0
img01641,1,1,1,1,1,1,0,left,standard,1
img01642,1,1,1,1,1,0,1,right,standard,1
img01643,1,1,1,1,1,0,1,right,standard,1
img01644,1,1,1,1,1,1,0,left,standard,1
img01645,1,1,1,1,1,1,0,left,standard,1
img01646,1,1,1,1,1,1,0,left,standard,1
img01647,1,1,1,1,1,0,1,right,standard,1
img01648,1,1,1,1,2,0,1,right,standard,0
img01649,1,1,1,1,2,1,0,left,standard,0
img01650,1,1,1,1,1,0,1,right,standard,1
img01651,1,1,1,1,1,1,0,left,standard,1
img01652,1,1,1,1,1,0,1,right,standard,1
img01653,1,1,1,1,1,1,0,left,standard,1
img01654,1,1,1,1,1,0,1,right,standard,1
img01655,1,1,2,1,1,0,1,right,standard,0
img01656,1,1,2,1,1,1,0,left,standard,0
img01657,1,1,1,1,1,1,0,left,standard,1
img01658,1,1,1,1,1,0,1,right,standard,1
img01659,1,1,1,1,1,0,1,right,standard,1
img01660,1,1,1,1,1,1,0,left,standard,1
img01661,1,1,1,1,1,0,1,right,standard,1
img01662,1,1,1,1,1,1,0,left,standard,1
img01663,1,1,1,1,2,0,1,right,standard,0
img01664,1,1,1,1,1,0,1,right,standard,1
img01665,1,1,1,1,1,1,0,left,standard,1
img01666,1,1,1,1,2,0,1,right,standard,0
img01667,1,1,1,1,2,1,0,left,standard,0
img01668,1,1,1,1,1,0,1,right,standard,1
img01669,1,1,1,1,1,0,1,right,standard,1
img01670,1,1,1,1,1,1,0,left,standard,1
img01671,1,1,2,1,2,0,1,right,standard,0
img01672,1,1,2,1,1,1,0,left,standard,0
img01673,1,1,1,1,1,1,0,left,standard,1
img01674,1,1,1,1,1,0,1,right,standard,1
img01675,1,1,1,1,1,1,0,left,standard,1
img01676,1,1,1,1,2,0,1,right,standard,0
img01677,1,1,1,1,1,1,0,left,standard,1
img01678,1,1,1,1,1,1,0,left,standard,1
img01679,1,1,1,1,1,0,1,right,standard,1
img01680,1,1,1,1,1,0,1,right,standard,1
img01681,1,1,1,1,1,1,0,left,standard,1
img01682,1,1,1,1,1,0,1,right,standard,1
img01683,1,1,1,1,2,1,0,left,standard,0
img01684,1,1,1,1,2,0,1,right,standard,0
img01685,1,1,1,1,2,1,0,left,standard,0
img01686,1,1,1,1,1,1,0,left,standard,1
img01687,1,1,1,1,1,0,1,right,standard,1
img01688,1,1,1,1,1,1,0,left,standard,1
img01689,1,1,1,1,1,0,1,right,standard,1
img01690,1,1,1,1,1,0,1,right,standard,1
img01691,1,1,1,1,1,1,0,left,standard,1
img01692,1,1,1,1,2,0,1,right,standard,0
img01693,1,1,1,1,2,1,0,left,standard,0
img01694,1,1,1,1,1,0,1,right,standard,1
