name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source
img01850,1,1,1,1,1,1,0,1,right,standard,brset
img01851,1,1,1,1,1,1,1,0,left,standard,brset
img01852,1,1,1,1,1,1,1,0,left,standard,brset
img01853,1,1,1,1,1,1,0,1,right,standard,brset
img01854,1,1,1,1,1,1,0,1,right,standard,brset
img01855,1,1,1,1,1,1,1,0,left,standard,brset
img01856,1,1,1,1,1,1,1,0,left,standard,brset
img01857,1,1,1,1,1,1,0,1,right,standard,brset
img01858,1,1,1,1,1,1,0,1,right,standard,brset
img01859,1,1,1,1,1,1,1,0,left,standard,brset
img01860,1,1,0,1,1,0,0,1,right,standard,brset
img01861,1,1,1,1,1,1,1,0,left,standard,brset
img01862,1,1,1,1,1,1,0,1,right,standard,brset
img01863,1,1,1,1,1,1,1,0,left,standard,brset
img01864,1,1,1,1,1,1,0,1,right,standard,brset
img01865,1,1,1,1,1,1,1,0,left,standard,brset
img01866,1,1,1,1,1,1,0,1,right,standard,brset
img01867,1,1,1,1,1,1,0,1,right,standard,brset
img01868,1,1,1,1,1,1,1,0,left,standard,brset
img01869,1,1,1,1,1,1,1,0,left,standard,brset
img01870,1,1,1,1,1,1,0,1,right,standard,brset
img01871,1,1,1,1,1,1,1,0,left,standard,brset
img01872,1,1,1,1,1,1,0,1,right,standard,brset
img01873,1,1,1,1,1,1,1,0,left,standard,brset
img01874,1,1,1,1,1,1,0,1,right,standard,brset
img01875,1,1,1,1,1,1,1,0,left,standard,brset
img01876,1,1,1,1,1,1,1,0,left,standard,brset
img01877,1,1,0,1,1,0,1,0,left,standard,brset
img01878,1,1,1,1,1,1,0,1,right,standard,brset
img01879,1,1,1,1,1,1,1,0,left,standard,brset
img01880,1,1,1,1,1,1,0,1,right,standard,brset
img01881,1,1,1,1,1,1,1,0,left,standard,brset
img01882,1,1,1,1,1,1,1,0,left,standard,brset
img01883,1,1,1,1,1,1,0,1,right,standard,brset
img01884,1,1,1,1,1,1,1,0,left,standard,brset
img01885,1,1,1,1,1,1,0,1,right,standard,brset
img01886,1,1,1,1,1,1,1,0,left,standard,brset
img01887,1,1,1,1,1,1,0,1,right,standard,brset
img01888,1,1,1,1,1,1,1,0,left,standard,brset
img01889,1,1,1,1,1,1,0,1,right,standard,brset
img01890,1,1,1,1,1,1,1,0,left,standard,brset
img01891,1,1,1,1,1,1,0,1,right,standard,brset
img01892,1,1,1,1,1,1,0,1,right,standard,brset
img01893,1,1,1,1,1,1,0,1,right,standard,brset
img01894,1,1,1,1,1,1,0,1,right,standard,brset
img01895,1,1,1,1,1,1,1,0,left,standard,brset
img01896,1,1,1,1,1,1,1,0,left,standard,brset
img01897,1,1,1,1,0,0,0,1,right,standard,brset
img01898,1,1,1,1,1,1,0,1,right,standard,brset
img01899,1,1,0,1,1,0,1,0,left,standard,brset
img01900,1,1,1,1,1,1,0,1,right,standard,brset
img01901,1,1,1,1,1,1,1,0,left,standard,brset
img01902,1,1,1,1,1,1,0,1,right,standard,brset
img01903,1,1,1,1,1,1,1,0,left,standard,brset
img01904,1,1,1,1,1,1,1,0,left,standard,brset
img01905,1,1,1,1,1,1,1,0,left,standard,brset
img01906,1,1,1,1,1,1,0,1,right,standard,brset
img01907,1,1,1,1,1,1,1,0,left,standard,brset
img01908,1,1,1,1,1,1,0,1,right,standard,brset
img01909,1,1,1,1,1,1,0,1,right,standard,brset
img01910,1,1,1,1,1,1,1,0,left,standard,brset
img01911,1,1,1,1,1,1,0,1,right,standard,brset
img01912,1,1,1,1,1,1,1,0,left,standard,brset
img01913,1,1,0,1,1,0,0,1,right,standard,brset
img01914,1,1,1,1,0,0,1,0,left,standard,brset
img01915,1,1,1,1,1,1,0,1,right,standard,brset
img01916,1,1,1,1,1,1,0,1,right,standard,brset
img01917,1,1,1,1,1,1,1,0,left,standard,brset
img01918,1,1,1,1,1,1,0,1,right,standard,brset
img01919,1,1,1,1,1,1,1,0,left,standard,brset
img01920,1,1,1,1,1,1,0,1,right,standard,brset
img01921,1,1,1,1,1,1,1,0,left,standard,brset
img01922,1,1,1,1,1,1,0,1,right,standard,brset
img01923,1,1,1,1,1,1,1,0,left,standard,brset
img01924,1,1,1,1,1,1,0,1,right,standard,brset
img01925,1,1,1,1,0,0,1,0,left,standard,brset
img01926,1,1,1,1,1,1,0,1,right,standard,brset
img01927,1,1,1,1,1,1,1,0,left,standard,brset
img01928,1,1,1,1,1,1,1,0,left,standard,brset
img01929,1,1,1,1,1,1,0,1,right,standard,brset
img01930,1,1,0,1,1,0,0,1,right,standard,brset
img01931,1,1,0,1,1,0,1,0,left,standard,brset
img01932,1,1,1,1,1,1,0,1,right,standard,brset
img01933,1,1,1,1,1,1,1,0,left,standard,brset
img01934,1,1,1,1,1,1,1,0,left,standard,brset
img01935,1,1,1,1,1,1,0,1,right,standard,brset
img01936,1,1,1,1,1,1,0,1,right,standard,brset
img01937,1,1,1,1,1,1,1,0,left,standard,brset
img01938,1,1,1,1,1,1,0,1,right,standard,brset
img01939,1,1,1,1,1,1,0,1,right,standard,brset
img01940,1,1,1,1,1,1,1,0,left,standard,brset
img01941,1,1,1,1,1,1,0,1,right,standard,brset
img01942,1,1,1,1,1,1,1,0,left,standard,brset
img01943,1,1,1,1,0,0,0,1,right,standard,brset
img01944,1,1,1,1,0,0,1,0,left,standard,brset
img01945,1,1,1,1,1,1,1,0,left,standard,brset
img01946,1,1,1,1,0,0,0,1,right,standard,brset
img01947,1,1,1,1,1,1,1,0,left,standard,brset
img01948,1,1,1,1,1,1,0,1,right,standard,brset
img01949,1,1,1,1,1,1,1,0,left,standard,brset
img01950,1,1,1,1,1,1,0,1,right,standard,brset
img01951,1,1,1,1,1,1,0,1,right,standard,brset
img01952,1,1,1,1,1,1,1,0,left,standard,brset
img01953,1,1,1,1,1,1,1,0,left,standard,brset
img01954,1,1,1,1,1,1,0,1,right,standard,brset
img01955,1,1,1,1,1,1,1,0,left,standard,brset
img01956,1,1,1,1,1,1,1,0,left,standard,brset
img01957,1,1,1,1,1,1,0,1,right,standard,brset
img01958,1,1,1,1,1,1,0,1,right,standard,brset
img01959,1,1,1,1,1,1,1,0,left,standard,brset
img01960,1,1,1,1,1,1,0,1,right,standard,brset
img01961,1,1,1,1,1,1,1,0,left,standard,brset
img01962,1,1,0,1,1,0,1,0,left,standard,brset
img01963,1,1,1,1,1,1,0,1,right,standard,brset
img01964,1,1,1,1,1,1,1,0,left,standard,brset
img01965,1,1,1,1,1,1,1,0,left,standard,brset
img01966,1,1,1,1,0,0,1,0,left,standard,brset
img01967,1,1,1,1,1,1,0,1,right,standard,brset
img01968,1,1,1,1,0,0,0,1,right,standard,brset
img01969,1,1,1,1,1,1,1,0,left,standard,brset
img01970,1,1,1,1,1,1,0,1,right,standard,brset
img01971,1,1,1,1,1,1,1,0,left,standard,brset
img01972,1,1,1,1,0,0,0,1,right,standard,brset
img01973,1,1,1,1,0,0,0,1,right,standard,brset
img01974,1,1,1,1,1,1,1,0,left,standard,brset
img01975,1,1,0,1,1,0,1,0,left,standard,brset
img01976,1,1,0,1,1,0,1,0,left,standard,brset
img01977,1,1,1,1,1,1,1,0,left,standard,brset
img01978,1,1,1,1,1,1,0,1,right,standard,brset
img01979,1,1,1,1,1,1,0,1,right,standard,brset
img01980,1,1,1,1,1,1,1,0,left,standard,brset
img01981,1,1,1,1,1,1,0,1,right,standard,brset
img01982,1,1,1,1,1,1,1,0,left,standard,brset
img01983,1,1,1,1,0,0,0,1,right,standard,brset
img01984,1,1,1,1,1,1,0,1,right,standard,brset
img01985,1,1,1,1,1,1,0,1,right,standard,brset
img01986,1,1,1,1,1,1,1,0,left,standard,brset
img01987,1,1,1,1,1,1,1,0,left,standard,brset
img01988,1,1,1,1,1,1,0,1,right,standard,brset
img01989,1,1,1,1,1,1,1,0,left,standard,brset
img01990,1,1,1,1,1,1,0,1,right,standard,brset
img01991,1,1,1,1,1,1,1,0,left,standard,brset
img01992,1,1,1,1,0,0,0,1,right,standard,brset
img01993,1,1,1,1,1,1,1,0,left,standard,brset
img01994,1,1,1,1,0,0,0,1,right,standard,brset
img01995,1,1,1,1,1,1,0,1,right,standard,brset
img01996,1,1,1,1,1,1,1,0,left,standard,brset
img01997,1,1,1,1,1,1,1,0,left,standard,brset
img01998,1,1,1,1,1,1,0,1,right,standard,brset
img01999,1,1,1,1,1,1,0,1,right,standard,brset
img02000,1,1,1,1,1,1,1,0,left,standard,brset
img02001,1,1,1,1,1,1,1,0,left,standard,brset
img02002,1,1,1,1,1,1,0,1,right,standard,brset
img02003,1,1,1,1,1,1,0,1,right,standard,brset
img02004,1,1,1,1,1,1,1,0,left,standard,brset
img02005,1,1,1,1,1,1,0,1,right,standard,brset
img02006,1,1,1,1,0,0,1,0,left,standard,brset
img02007,1,1,0,1,1,0,0,1,right,standard,brset
img02008,1,1,0,1,1,0,1,0,left,standard,brset
img02009,1,1,0,1,1,0,0,1,right,standard,brset
img02010,1,1,1,1,1,1,1,0,left,standard,brset
img02011,1,1,1,1,1,1,1,0,left,standard,brset
img02012,1,1,1,1,1,1,0,1,right,standard,brset
img02013,1,1,1,1,1,1,0,1,right,standard,brset
img02014,1,1,1,1,1,1,1,0,left,standard,brset
img02015,1,1,1,1,0,0,0,1,right,standard,brset
img02016,1,1,1,1,0,0,1,0,left,standard,brset
img02017,1,1,1,1,1,1,0,1,right,standard,brset
img02018,1,1,1,1,1,1,1,0,left,standard,brset
img02019,1,1,1,1,1,1,1,0,left,standard,brset
img02020,1,1,1,1,1,1,0,1,right,standard,brset
img02021,1,1,1,1,1,1,0,1,right,standard,brset
img02022,1,1,1,1,1,1,1,0,left,standard,brset
img02023,1,1,1,1,1,1,0,1,right,standard,brset
img02024,1,1,1,1,1,1,1,0,left,standard,brset
img02025,1,1,1,1,1,1,0,1,right,standard,brset
img02026,1,1,1,1,1,1,1,0,left,standard,brset
img02027,1,1,1,1,1,1,0,1,right,standard,brset
img02028,1,1,1,1,1,1,1,0,left,standard,brset
img02029,1,1,1,1,1,1,1,0,left,standard,brset
img02030,1,1,1,1,0,0,0,1,right,standard,brset
img02031,1,1,1,1,0,0,0,1,right,standard,brset
img02032,1,1,1,1,1,1,1,0,left,standard,brset
img02033,1,1,1,1,1,1,1,0,left,standard,brset
img02034,1,1,1,1,0,0,0,1,right,standard,brset
img02035,1,1,1,1,1,1,1,0,left,standard,brset
img02036,1,1,1,1,1,1,0,1,right,standard,brset
img02037,1,1,1,1,1,1,0,1,right,standard,brset
img02038,1,1,1,1,1,1,1,0,left,standard,brset
img02039,1,1,1,1,1,1,1,0,left,standard,brset
img02040,1,1,1,1,1,1,0,1,right,standard,brset
img02041,1,1,1,1,1,1,0,1,right,standard,brset
img02042,1,1,1,1,1,1,1,0,left,standard,brset
img02043,1,1,0,1,1,0,0,1,right,standard,brset
img02044,1,1,1,1,1,1,1,0,left,standard,brset
img02045,1,1,0,1,1,0,0,1,right,standard,brset
img02046,1,1,1,1,1,1,0,1,right,standard,brset
img02047,1,1,1,1,1,1,1,0,left,standard,brset
img02048,1,1,1,1,1,1,0,1,right,standard,brset
img02049,1,1,1,1,1,1,1,0,left,standard,brset
img02050,1,1,1,1,1,1,0,1,right,standard,brset
img02051,1,1,1,1,1,1,0,1,right,standard,brset
img02052,1,1,0,1,0,0,0,1,right,standard,brset
img02053,1,1,1,1,1,1,0,1,right,standard,brset
img02054,1,1,1,1,1,1,1,0,left,standard,brset
img02055,1,1,1,1,1,1,0,1,right,standard,brset
img02056,1,1,1,1,1,1,0,1,right,standard,brset
img02057,1,1,1,1,1,1,1,0,left,standard,brset
img02058,1,1,1,1,0,0,0,1,right,standard,brset
img02059,1,1,1,1,1,1,0,1,right,standard,brset
img02060,1,1,1,1,1,1,0,1,right,standard,brset
img02061,1,1,1,1,1,1,1,0,left,standard,brset
img02062,1,1,1,1,1,1,0,1,right,standard,brset
img02063,1,1,1,1,1,1,1,0,left,standard,brset
img02064,1,1,1,1,1,1,0,1,right,standard,brset
img02065,1,1,1,1,1,1,1,0,left,standard,brset
img02066,1,1,1,1,0,0,0,1,right,standard,brset
img02067,1,1,1,1,0,0,0,1,right,standard,brset
img02068,1,1,1,1,0,0,1,0,left,standard,brset
img02069,1,1,1,1,1,1,0,1,right,standard,brset
img02070,1,1,1,1,1,1,1,0,left,standard,brset
img02071,1,1,1,1,1,1,1,0,left,standard,brset
img02072,1,1,1,1,1,1,0,1,right,standard,brset
img02073,1,1,1,1,1,1,1,0,left,standard,brset
img02074,1,1,0,1,1,0,0,1,right,standard,brset
img02075,1,1,1,1,1,1,1,0,left,standard,brset
img02076,1,1,1,1,1,1,1,0,left,standard,brset
img02077,1,1,1,1,0,0,0,1,right,standard,brset
img02078,1,1,0,1,1,0,0,1,right,standard,brset
img02079,1,1,0,1,1,0,1,0,left,standard,brset
img02080,1,1,0,1,1,0,0,1,right,standard,brset
img02081,1,1,0,1,1,0,1,0,left,standard,brset
img02082,1,1,1,1,0,0,1,0,left,standard,brset
img02083,1,1,1,1,1,1,0,1,right,standard,brset
img02084,1,1,1,1,1,1,1,0,left,standard,brset
img02085,1,1,1,1,1,1,0,1,right,standard,brset
img02086,1,1,1,1,1,1,1,0,left,standard,brset
img02087,1,1,1,1,1,1,0,1,right,standard,brset
img02088,1,1,1,1,1,1,1,0,left,standard,brset
img02089,1,1,1,1,1,1,1,0,left,standard,brset
img02090,1,1,1,1,1,1,0,1,right,standard,brset
img02091,1,1,1,1,1,1,0,1,right,standard,brset
img02092,1,1,1,1,1,1,1,0,left,standard,brset
img02093,1,1,1,1,1,1,1,0,left,standard,brset
img02094,1,1,1,1,1,1,0,1,right,standard,brset
img02095,1,1,1,1,1,1,0,1,right,standard,brset
img02096,1,1,1,1,1,1,1,0,left,standard,brset
img02097,1,1,1,1,1,1,0,1,right,standard,brset
img02098,1,1,1,1,1,1,1,0,left,standard,brset
img02099,1,1,1,1,1,1,1,0,left,standard,brset
img02100,1,1,1,1,1,1,0,1,right,standard,brset
img02101,1,1,0,1,1,0,0,1,right,standard,brset
img02102,1,1,1,1,1,1,1,0,left,standard,brset
img02103,1,1,1,1,1,1,1,0,left,standard,brset
img02104,1,1,1,1,1,1,0,1,right,standard,brset
img02105,1,1,1,1,1,1,0,1,right,standard,brset
img02106,1,1,1,1,1,1,1,0,left,standard,brset
img02107,1,1,1,1,1,1,0,1,right,standard,brset
img02108,1,1,1,1,1,1,1,0,left,standard,brset
img02109,1,1,1,1,1,1,0,1,right,standard,brset
img02110,1,1,1,1,1,1,1,0,left,standard,brset
img02111,1,1,0,1,1,0,1,0,left,standard,brset
img02112,1,1,1,1,1,1,0,1,right,standard,brset
img02113,1,1,1,1,1,1,1,0,left,standard,brset
img02114,1,1,1,1,1,1,0,1,right,standard,brset
img02115,1,1,1,1,1,1,1,0,left,standard,brset
img02116,1,1,1,1,1,1,0,1,right,standard,brset
img02117,1,1,1,1,1,1,0,1,right,standard,brset
img02118,1,1,1,1,1,1,1,0,left,standard,brset
img02119,1,1,1,1,0,0,0,1,right,standard,brset
img02120,1,1,1,1,1,1,1,0,left,standard,brset
img02121,1,1,1,1,1,1,1,0,left,standard,brset
img02122,1,1,1,1,1,1,0,1,right,standard,brset
img02123,1,1,1,1,1,1,0,1,right,standard,brset
img02124,1,1,1,1,1,1,1,0,left,standard,brset
img02125,1,1,1,1,1,1,1,0,left,standard,brset
img02126,1,1,1,1,1,1,0,1,right,standard,brset
img02127,1,1,0,1,1,0,0,1,right,standard,brset
img02128,1,1,1,1,1,1,1,0,left,standard,brset
img02129,1,1,1,1,0,0,0,1,right,standard,brset
img02130,1,1,1,1,0,0,1,0,left,standard,brset
img02131,1,1,1,1,1,1,0,1,right,standard,brset
img02132,1,1,1,1,1,1,1,0,left,standard,brset
img02133,1,1,1,1,1,1,1,0,left,standard,brset
img02134,1,1,1,1,1,1,0,1,right,standard,brset
img02135,1,1,0,1,1,0,0,1,right,standard,brset
img02136,1,1,0,1,1,0,1,0,left,standard,brset
img02137,1,1,1,1,1,1,0,1,right,standard,brset
img02138,1,1,1,1,1,1,1,0,left,standard,brset
img02139,1,1,1,1,1,1,1,0,left,standard,brset
img02140,1,1,1,1,1,1,0,1,right,standard,brset
img02141,1,1,1,1,1,1,0,1,right,standard,brset
img02142,1,1,1,1,1,1,1,0,left,standard,brset
img02143,1,1,1,1,1,1,0,1,right,standard,brset
img02144,1,1,1,1,1,1,1,0,left,standard,brset
img02145,1,1,1,1,1,1,0,1,right,standard,brset
img02146,1,1,1,1,1,1,1,0,left,standard,brset
img02147,1,1,1,1,0,0,0,1,right,standard,brset
img02148,1,1,1,1,1,1,1,0,left,standard,brset
img02149,1,1,1,1,1,1,0,1,right,standard,brset
img02150,1,1,1,1,1,1,1,0,left,standard,brset
img02151,1,1,1,1,1,1,1,0,left,standard,brset
img02152,1,1,1,1,1,1,0,1,right,standard,brset
img02153,1,1,1,1,1,1,0,1,right,standard,brset
img02154,1,1,1,1,1,1,1,0,left,standard,brset
img02155,1,1,1,1,1,1,0,1,right,standard,brset
img02156,1,1,1,1,0,0,0,1,right,standard,brset
img02157,1,1,1,1,0,0,0,1,right,standard,brset
img02158,1,1,1,1,0,0,1,0,left,standard,brset
img02159,1,1,1,1,1,1,0,1,right,standard,brset
img02160,1,1,1,1,1,1,1,0,left,standard,brset
img02161,1,1,1,1,1,1,0,1,right,standard,brset
img02162,1,1,1,1,1,1,1,0,left,standard,brset
img02163,1,1,1,1,1,1,1,0,left,standard,brset
img02164,1,1,1,1,1,1,0,1,right,standard,brset
img02165,1,1,1,1,1,1,0,1,right,standard,brset
img02166,1,1,1,1,0,0,1,0,left,standard,brset
img02167,1,1,1,1,1,1,0,1,right,standard,brset
img02168,1,1,1,1,0,0,1,0,left,standard,brset
img02169,1,1,0,1,1,0,0,1,right,standard,brset
img02170,1,1,1,1,1,1,1,0,left,standard,brset
img02171,1,1,1,1,1,1,0,1,right,standard,brset
img02172,1,1,1,1,1,1,1,0,left,standard,brset
img02173,1,1,1,1,1,1,0,1,right,standard,brset
img02174,1,1,1,1,1,1,1,0,left,standard,brset
img02175,1,1,1,1,1,1,1,0,left,standard,brset
img02176,1,1,1,1,1,1,0,1,right,standard,brset
img02177,1,1,1,1,1,1,0,1,right,standard,brset
img02178,1,1,1,1,1,1,1,0,left,standard,brset
img02179,1,1,1,1,1,1,0,1,right,standard,brset
img02180,1,1,1,1,1,1,0,1,right,standard,brset
img02181,1,1,1,1,1,1,0,1,right,standard,brset
img02182,1,1,1,1,1,1,1,0,left,standard,brset
img02183,1,1,1,1,1,1,0,1,right,standard,brset
img02184,1,1,1,1,0,0,1,0,left,standard,brset
img02185,1,1,1,1,1,1,0,1,right,standard,brset
img02186,1,1,1,1,1,1,1,0,left,standard,brset
img02187,1,1,1,1,1,1,0,1,right,standard,brset
img02188,1,1,1,1,1,1,1,0,left,standard,brset
img02189,1,1,1,1,1,1,0,1,right,standard,brset
img02190,1,1,0,1,1,0,1,0,left,standard,brset
img02191,1,1,1,1,1,1,0,1,right,standard,brset
img02192,1,1,1,1,1,1,1,0,left,standard,brset
img02193,1,1,1,1,1,1,0,1,right,standard,brset
img02194,1,1,1,1,1,1,1,0,left,standard,brset
img02195,1,1,1,1,1,1,1,0,left,standard,brset
img02196,1,1,0,1,1,0,0,1,right,standard,brset
img02197,1,1,0,1,1,0,1,0,left,standard,brset
img02198,1,1,1,1,1,1,0,1,right,standard,brset
img02199,1,1,1,1,1,1,1,0,left,standard,brset
img02200,1,1,1,1,1,1,0,1,right,standard,brset
img02201,1,1,1,1,1,1,1,0,left,standard,brset
img02202,1,1,1,1,1,1,0,1,right,standard,brset
img02203,1,1,1,1,1,1,1,0,left,standard,brset
img02204,1,1,0,1,1,0,0,1,right,standard,brset
img02205,1,1,0,1,1,0,1,0,left,standard,brset
img02206,1,1,1,1,1,1,0,1,right,standard,brset
img02207,1,1,1,1,1,1,1,0,left,standard,brset
img02208,1,1,1,1,1,1,1,0,left,standard,brset
img02209,1,1,1,1,1,1,0,1,right,standard,brset
img02210,1,1,1,1,1,1,1,0,left,standard,brset
img02211,1,1,1,1,1,1,0,1,right,standard,brset
img02212,1,1,1,1,1,1,1,0,left,standard,brset
img02213,1,1,1,1,1,1,0,1,right,standard,brset
img02214,1,1,1,1,1,1,1,0,left,standard,brset
img02215,1,1,1,1,1,1,0,1,right,standard,brset
img02216,1,1,1,1,1,1,1,0,left,standard,brset
img02217,1,1,1,1,1,1,1,0,left,standard,brset
img02218,1,1,1,1,1,1,0,1,right,standard,brset
img02219,1,1,1,1,1,1,1,0,left,standard,brset
img02220,1,1,1,1,1,1,0,1,right,standard,brset
img02221,1,1,1,1,1,1,0,1,right,standard,brset
img02222,1,1,1,1,1,1,1,0,left,standard,brset
img02223,1,1,1,1,1,1,1,0,left,standard,brset
img02224,1,1,1,1,1,1,0,1,right,standard,brset
img02225,1,1,0,1,1,0,1,0,left,standard,brset
img02226,1,1,1,1,1,1,0,1,right,standard,brset
img02227,1,1,1,1,1,1,1,0,left,standard,brset
img02228,1,1,1,1,0,0,0,1,right,standard,brset
img02229,1,1,1,1,1,1,1,0,left,standard,brset
img02230,1,1,1,1,1,1,0,1,right,standard,brset
img02231,1,1,1,1,1,1,1,0,left,standard,brset
img02232,1,1,1,1,1,1,0,1,right,standard,brset
img02233,1,1,1,1,1,1,1,0,left,standard,brset
img02234,1,1,1,1,1,1,1,0,left,standard,brset
img02235,1,1,1,1,1,1,0,1,right,standard,brset
img02236,1,1,1,1,1,1,1,0,left,standard,brset
img02237,1,1,1,1,0,0,0,1,right,standard,brset
img02238,1,1,1,1,1,1,0,1,right,standard,brset
img02239,1,1,1,1,1,1,1,0,left,standard,brset
img02240,1,1,1,1,0,0,0,1,right,standard,brset
img02241,1,1,1,1,0,0,1,0,left,standard,brset
img02242,1,1,1,1,1,1,0,1,right,standard,brset
img02243,1,1,1,1,1,1,1,0,left,standard,brset
img02244,1,1,1,1,1,1,1,0,left,standard,brset
img02245,1,1,1,1,1,1,0,1,right,standard,brset
img02246,1,1,1,1,1,1,1,0,left,standard,brset
img02247,1,1,1,1,1,1,0,1,right,standard,brset
img02248,1,1,1,1,1,1,1,0,left,standard,brset
img02249,1,1,1,1,1,1,0,1,right,standard,brset
img02250,1,1,1,1,1,1,1,0,left,standard,brset
img02251,1,1,1,1,0,0,1,0,left,standard,brset
img02252,1,1,1,1,1,1,0,1,right,standard,brset
img02253,1,1,1,1,1,1,1,0,left,standard,brset
img02254,1,1,1,1,1,1,0,1,right,standard,brset
img02255,1,1,1,1,1,1,0,1,right,standard,brset
img02256,1,1,1,1,0,0,1,0,left,standard,brset
img02257,1,1,1,1,1,1,0,1,right,standard,brset
img02258,1,1,1,1,1,1,1,0,left,standard,brset
img02259,1,1,1,1,1,1,0,1,right,standard,brset
img02260,1,1,1,1,1,1,1,0,left,standard,brset
img02261,1,1,1,1,1,1,0,1,right,standard,brset
img02262,1,1,1,1,1,1,1,0,left,standard,brset
img02263,1,1,1,1,1,1,0,1,right,standard,brset
img02264,1,1,1,1,1,1,1,0,left,standard,brset
img02265,1,1,1,1,1,1,0,1,right,standard,brset
img02266,1,1,1,1,1,1,1,0,left,standard,brset
img02267,1,1,1,1,1,1,0,1,right,standard,brset
img02268,1,1,1,1,1,1,1,0,left,standard,brset
img02269,1,1,1,1,1,1,0,1,right,standard,brset
img02270,1,1,1,1,1,1,1,0,left,standard,brset
img02271,1,1,1,1,1,1,0,1,right,standard,brset
img02272,1,1,1,1,1,1,1,0,left,standard,brset
img02273,1,1,1,1,1,1,0,1,right,standard,brset
img02274,1,1,1,1,0,0,1,0,left,standard,brset
img02275,1,1,1,1,1,1,0,1,right,standard,brset
img02276,1,1,1,1,1,1,1,0,left,standard,brset
img02277,1,1,1,1,1,1,1,0,left,standard,brset
img02278,1,1,1,1,1,1,0,1,right,standard,brset
img02279,1,1,1,1,1,1,0,1,right,standard,brset
img02280,1,1,1,1,1,1,1,0,left,standard,brset
img02281,1,1,1,1,1,1,0,1,right,standard,brset
img02282,1,1,1,1,0,0,0,1,right,standard,brset
img02283,1,1,1,1,1,1,1,0,left,standard,brset
img02284,1,1,1,1,1,1,0,1,right,standard,brset
img02285,1,1,1,1,1,1,1,0,left,standard,brset
img02286,1,1,1,1,1,1,0,1,right,standard,brset
img02287,1,1,1,1,1,1,0,1,right,standard,brset
img02288,1,1,1,1,1,1,1,0,left,standard,brset
img02289,1,1,1,1,1,1,1,0,left,standard,brset
img02290,1,1,1,1,1,1,0,1,right,standard,brset
img02291,1,1,1,1,1,1,1,0,left,standard,brset
img02292,1,1,1,1,1,1,0,1,right,standard,brset
img02293,1,1,1,1,1,1,1,0,left,standard,brset
img02294,1,1,1,1,1,1,0,1,right,standard,brset
img02295,1,1,1,1,1,1,0,1,right,standard,brset
img02296,1,1,1,1,1,1,1,0,left,standard,brset
img02297,1,1,1,1,1,1,0,1,right,standard,brset
img02298,1,1,1,1,1,1,1,0,left,standard,brset
img02299,1,1,1,1,1,1,0,1,right,standard,brset
img02300,1,1,1,1,1,1,1,0,left,standard,brset
img02301,1,1,1,1,1,1,1,0,left,standard,brset
img02302,1,1,1,1,1,1,0,1,right,standard,brset
img02303,1,1,1,1,1,1,0,1,right,standard,brset
img02304,1,1,1,1,0,0,1,0,left,standard,brset
img02305,1,1,1,1,1,1,0,1,right,standard,brset
img02306,1,1,1,1,1,1,1,0,left,standard,brset
img02307,1,1,1,1,1,1,0,1,right,standard,brset
img02308,1,1,1,1,1,1,1,0,left,standard,brset
img02309,1,1,1,1,1,1,0,1,right,standard,brset
img02310,1,1,1,1,1,1,1,0,left,standard,brset
img02311,1,1,1,1,1,1,1,0,left,standard,brset
img02312,1,1,1,1,1,1,0,1,right,standard,brset
img02313,1,1,1,1,1,1,1,0,left,standard,brset
img02314,1,1,1,1,1,1,0,1,right,standard,brset
img02315,1,1,1,1,1,1,1,0,left,standard,brset
img02316,1,1,1,1,1,1,0,1,right,standard,brset
img02317,1,1,1,1,1,1,1,0,left,standard,brset
img02318,1,1,0,1,1,0,1,0,left,standard,brset
img02319,1,1,1,1,1,1,1,0,left,standard,brset
img02320,1,1,1,1,1,1,1,0,left,standard,brset
img02321,1,1,1,1,1,1,0,1,right,standard,brset
img02322,1,1,1,1,1,1,1,0,left,standard,brset
img02323,1,1,1,1,1,1,1,0,left,standard,brset
img02324,1,1,1,1,1,1,0,1,right,standard,brset
img02325,1,1,1,1,1,1,0,1,right,standard,brset
img02326,1,1,1,1,1,1,1,0,left,standard,brset
img02327,1,1,1,1,0,0,0,1,right,standard,brset
img02328,1,1,1,1,1,1,1,0,left,standard,brset
img02329,1,1,1,1,1,1,0,1,right,standard,brset
img02330,1,1,1,1,1,1,1,0,left,standard,brset
img02331,1,1,1,1,1,1,1,0,left,standard,brset
img02332,1,1,1,1,1,1,0,1,right,standard,brset
img02333,1,1,1,1,1,1,0,1,right,standard,brset
img02334,1,1,1,1,1,1,1,0,left,standard,brset
img02335,1,1,1,1,1,1,1,0,left,standard,brset
img02336,1,1,1,1,0,0,0,1,right,standard,brset
img02337,1,1,1,1,0,0,0,1,right,standard,brset
img02338,1,1,1,1,1,1,1,0,left,standard,brset
img02339,1,1,1,1,0,0,0,1,right,standard,brset
img02340,1,1,1,1,0,0,1,0,left,standard,brset
img02341,1,1,1,1,1,1,0,1,right,standard,brset
img02342,1,1,1,1,1,1,1,0,left,standard,brset
img02343,1,1,1,1,1,1,0,1,right,standard,brset
img02344,1,1,1,1,1,1,1,0,left,standard,brset
img02345,1,1,1,1,1,1,0,1,right,standard,brset
img02346,1,1,1,1,1,1,1,0,left,standard,brset
img02347,1,1,1,1,1,1,0,1,right,standard,brset
